"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp"
"255","Ube2n",6.33540343572371e-13,-0.943796073731615,0.051,0.262,1.0154384626778e-08,"Untreated"
"256","Uck1",7.29713047116968e-13,-0.754012534681622,0.101,0.338,1.16958407191908e-08,"Untreated"
"257","Psma6",7.5269069043062e-13,-0.665445508177824,0.203,0.518,1.2064126386222e-08,"Untreated"
"258","Zup1",7.76166748509624e-13,-0.898812128923385,0.076,0.292,1.24404006451123e-08,"Untreated"
"259","Cmpk1",8.05045047077534e-13,-0.68828327102636,0.098,0.351,1.29032620145587e-08,"Untreated"
"260","Rap1b",8.1090686018714e-13,-0.564568191670289,0.612,0.893,1.29972151550795e-08,"Untreated"
"261","Casp4",8.1536155759523e-13,-1.23619317891689,0.076,0.272,1.30686150451364e-08,"Untreated"
"262","Snx5",8.95304393916228e-13,-0.595674699219894,0.127,0.386,1.43499388256893e-08,"Untreated"
"263","Psmb9",9.19376347792337e-13,-0.632438903181097,0.431,0.72,1.47357641024156e-08,"Untreated"
"264","Vapa",1.01771430925761e-12,-0.662905035577193,0.098,0.326,1.63119249487809e-08,"Untreated"
"265","Slfn1",1.03741875733005e-12,-0.6035780435996,0.13,0.329,1.6627747842486e-08,"Untreated"
"266","Chtop",1.07269951307187e-12,-0.501706356018979,0.308,0.678,1.71932277955159e-08,"Untreated"
"267","Ywhah",1.35981655163612e-12,-0.72562755969792,0.232,0.538,2.17951396896238e-08,"Untreated"
"268","Gpr18",1.36638395613555e-12,-1.60034341008498,0.08,0.293,2.19004020489407e-08,"Untreated"
"269","Itgal",1.40614925631373e-12,-0.58764669018549,0.674,0.904,2.25377602801964e-08,"Untreated"
"270","Psmc1",1.41535848632736e-12,-0.702894175533872,0.109,0.36,2.26853658188549e-08,"Untreated"
"271","Dctn6",1.46037648565266e-12,-0.883825336102801,0.123,0.389,2.34069143120408e-08,"Untreated"
"272","H13",1.51611988401284e-12,-0.569480956444392,0.243,0.557,2.43003695009578e-08,"Untreated"
"273","Sec61a1",1.58010459605589e-12,-0.759587844130714,0.12,0.374,2.53259164655837e-08,"Untreated"
"274","Atp5g3",1.58525214288517e-12,-0.518920307196605,0.12,0.374,2.54084213461635e-08,"Untreated"
"275","Pten",1.78642841396607e-12,-0.506334327844369,0.293,0.64,2.86328746190481e-08,"Untreated"
"276","Akt2",1.81673552969006e-12,-0.706294665564755,0.156,0.44,2.91186370698723e-08,"Untreated"
"277","Kdm6a",1.92667184449333e-12,-0.503429399464563,0.192,0.503,3.08806963235391e-08,"Untreated"
"278","Uba7",2.02831154528024e-12,-0.512990113189186,0.196,0.485,3.25097774477517e-08,"Untreated"
"279","Grpel1",2.12077536318708e-12,-0.752390496861871,0.138,0.404,3.39917875211626e-08,"Untreated"
"280","Tmem87a",2.15669676831478e-12,-0.744538836696913,0.083,0.336,3.45675358025492e-08,"Untreated"
"281","Bnip2",2.18328834749169e-12,-0.635641066886593,0.163,0.44,3.49937456335967e-08,"Untreated"
"282","Ddit4",2.38737199557141e-12,-0.614001305521937,0.196,0.484,3.82647983450186e-08,"Untreated"
"283","Tbc1d2b",2.64223163068765e-12,-0.578220542392319,0.163,0.436,4.23496885766616e-08,"Untreated"
"284","Gorasp2",2.64552151542805e-12,-0.714770460319847,0.13,0.387,4.24024188492808e-08,"Untreated"
"285","Csnk2a2",2.72127458740291e-12,-0.786985657861838,0.112,0.357,4.36165890868938e-08,"Untreated"
"286","Usp42",2.7982559401244e-12,-0.654609071675496,0.069,0.292,4.48504462083139e-08,"Untreated"
"287","Capns1",2.88083166382706e-12,-0.589994787123984,0.272,0.594,4.61739699078201e-08,"Untreated"
"288","Sod2",2.91880269879949e-12,-0.633376622540523,0.163,0.428,4.67825696563583e-08,"Untreated"
"289","Hivep1",3.03578977596029e-12,-1.02992138919857,0.094,0.329,4.86576385290915e-08,"Untreated"
"290","Fam114a2",3.0627068011437e-12,-0.874260159851239,0.076,0.308,4.90890646087312e-08,"Untreated"
"291","Laptm4a",3.0950951562613e-12,-1.31046791205915,0.062,0.261,4.96081851645562e-08,"Untreated"
"292","Zfp740",3.10345814389184e-12,-0.53292850238424,0.13,0.394,4.97422271302984e-08,"Untreated"
"293","Lrch1",3.15016586544949e-12,-0.58745007696471,0.13,0.379,5.04908584914245e-08,"Untreated"
"294","Ctsb",3.24513585369634e-12,-0.548592791541945,0.348,0.662,5.20130374630449e-08,"Untreated"
"295","Hipk2",3.50211750152311e-12,-0.848780388022253,0.101,0.332,5.61319393144124e-08,"Untreated"
"296","Polr1a",3.57664436090995e-12,-0.944234684677996,0.076,0.296,5.73264558166646e-08,"Untreated"
"297","Gem",3.74178874981877e-12,-1.31602183391629,0.149,0.386,5.99733900820953e-08,"Untreated"
"298","Cep192",3.78846319869634e-12,-0.729283057573613,0.116,0.361,6.0721488148705e-08,"Untreated"
"299","Prf1",3.99813962618079e-12,-1.39471476399831,0.091,0.289,6.40821819284256e-08,"Untreated"
"300","Slc25a51",4.2103720371053e-12,-0.90879586686689,0.112,0.361,6.74838430107237e-08,"Untreated"
"301","Gzmb",4.35581940570322e-12,-2.48558337506079,0.105,0.31,6.98150734346112e-08,"Untreated"
"302","Cox7b",4.43710519571901e-12,-0.689900004972341,0.221,0.52,7.11179220769842e-08,"Untreated"
"303","Il2rb",4.53875047226184e-12,-0.740187431303232,0.638,0.891,7.27470925694127e-08,"Untreated"
"304","Psmd3",4.65015988201079e-12,-0.975458919680229,0.101,0.342,7.45327625888689e-08,"Untreated"
"305","Il10rb",4.66468778185709e-12,-0.588397461621509,0.159,0.431,7.47656157676055e-08,"Untreated"
"306","Cox7a2",4.71746053520956e-12,-0.699750742513502,0.072,0.28,7.56114574583388e-08,"Untreated"
"307","Igf2r",4.94001621496636e-12,-0.515474618172706,0.083,0.31,7.91785798934808e-08,"Untreated"
"308","Rab6a",5.02910563040989e-12,-0.541169235348603,0.127,0.376,8.06065050442097e-08,"Untreated"
"309","Scarb2",5.12326303139662e-12,-0.689066612236665,0.127,0.372,8.2115659867225e-08,"Untreated"
"310","Arid5b",5.24420587714914e-12,-0.70887130054638,0.145,0.417,8.40541317989463e-08,"Untreated"
"311","Tomm70a",5.25135702927877e-12,-0.903435829188963,0.062,0.273,8.41687504652802e-08,"Untreated"
"312","Rabgef1",5.35484805020816e-12,-1.05761657348139,0.058,0.264,8.58275045487364e-08,"Untreated"
"313","Serpinb9",5.43687796520048e-12,-1.4133428651069,0.091,0.308,8.71422800262334e-08,"Untreated"
"314","Amfr",5.57953503749916e-12,-0.502774637114386,0.217,0.538,8.94287875810366e-08,"Untreated"
"315","Mtpn",5.61006943188714e-12,-0.503973318507432,0.181,0.471,8.9918192854287e-08,"Untreated"
"316","Ptpn2",5.64049977478529e-12,-0.520036070090189,0.134,0.393,9.04059303902586e-08,"Untreated"
"317","Akap9",5.8566456333561e-12,-0.597747230109666,0.112,0.36,9.38703162114315e-08,"Untreated"
"318","Cct5",5.96724562009614e-12,-0.85609668359873,0.058,0.266,9.5643012798901e-08,"Untreated"
"319","Ramac",6.10188375227697e-12,-0.762113087677525,0.08,0.317,9.78009927814953e-08,"Untreated"
"320","Ufm1",6.13364675777753e-12,-1.11294801587517,0.083,0.308,9.83100902336583e-08,"Untreated"
"321","Cop1",6.20790753746444e-12,-0.971899261708575,0.076,0.287,9.950034201048e-08,"Untreated"
"322","Ddx19a",6.22322143408846e-12,-0.626892215784341,0.101,0.338,9.97457931455699e-08,"Untreated"
"323","Surf4",6.23946598973665e-12,-0.570880049777209,0.254,0.584,1.00006160883499e-07,"Untreated"
"324","Plaat3",6.38560137853527e-12,-0.642532255589214,0.33,0.651,1.02348418895163e-07,"Untreated"
"325","Ubap2l",6.60328990507513e-12,-0.526321432179747,0.25,0.575,1.05837530598544e-07,"Untreated"
"326","Hnrnpa1",6.91075673351312e-12,-0.569991466416705,0.308,0.62,1.10765608924748e-07,"Untreated"
"327","Psmb7",7.07301230092843e-12,-0.768767266915209,0.13,0.37,1.13366241159281e-07,"Untreated"
"328","Cct8",7.09122301870108e-12,-0.544006990133439,0.134,0.401,1.13658122543741e-07,"Untreated"
"329","Mex3c",7.75615399206869e-12,-0.57645666818011,0.152,0.424,1.24315636184877e-07,"Untreated"
"330","Mob4",7.86797507420252e-12,-0.618400812027729,0.145,0.393,1.26107904489318e-07,"Untreated"
"331","Gabpb1",8.52813744136374e-12,-0.609570781581082,0.109,0.356,1.36688986910178e-07,"Untreated"
"332","Kif1b",8.56562396090278e-12,-0.603810959759507,0.112,0.359,1.3728982084535e-07,"Untreated"
"333","Rragc",8.96253104889121e-12,-0.701835393673966,0.072,0.285,1.43651447651628e-07,"Untreated"
"334","Anp32a",9.22161736964793e-12,0.701091598097319,0.848,0.908,1.47804083200717e-07,"Untreated"
"335","Commd6",9.66121506922116e-12,-0.851535066052762,0.062,0.257,1.54849955129477e-07,"Untreated"
"336","Nt5c3",9.7214495963567e-12,-0.802705279826465,0.094,0.296,1.55815394130405e-07,"Untreated"
"337","Smarcc1",9.84287966812061e-12,-0.681912542380169,0.152,0.412,1.57761675320637e-07,"Untreated"
"338","Vcpip1",9.87199277657785e-12,-0.755713551289757,0.112,0.334,1.5822830022299e-07,"Untreated"
"339","Chic2",1.09784982844028e-11,-0.520193413452569,0.098,0.314,1.75963370502407e-07,"Untreated"
"340","Nucks1",1.16499105604286e-11,-0.598006209487265,0.149,0.414,1.8672476646255e-07,"Untreated"
"341","Helb",1.1668736877784e-11,-0.71664807223801,0.091,0.319,1.87026514677121e-07,"Untreated"
"342","Mapk14",1.187341113011e-11,-0.537543715580943,0.261,0.564,1.90307033593403e-07,"Untreated"
"343","Eif4e",1.19710454445999e-11,-0.582637073741557,0.138,0.397,1.91871916386047e-07,"Untreated"
"344","Akirin1",1.21996268992462e-11,-0.838996895065572,0.08,0.3,1.95535619941117e-07,"Untreated"
"345","Lamp2",1.23757494253633e-11,-0.728531575087038,0.163,0.333,1.98358511789723e-07,"Untreated"
"346","Rad21",1.24239180853631e-11,-0.581498242072329,0.228,0.523,1.991305590722e-07,"Untreated"
"347","Pum3",1.32011878960824e-11,-0.6003184619601,0.123,0.365,2.11588639598408e-07,"Untreated"
"348","Sgpl1",1.45282235772014e-11,-0.874295390159386,0.105,0.318,2.32858367495384e-07,"Untreated"
"349","S100a8",1.53189349404535e-11,-0.579389221225405,0.293,0.553,2.45531889225588e-07,"Untreated"
"350","Ei24",1.65741456699371e-11,-1.06874699792199,0.054,0.26,2.65650406797752e-07,"Untreated"
"351","Rhoq",1.70242695896587e-11,-1.45141922204739,0.065,0.264,2.72864992983049e-07,"Untreated"
"352","Slc25a20",1.88842355127481e-11,-1.18135178134305,0.054,0.27,3.02676526798327e-07,"Untreated"
"353","Selenos",1.98700177017391e-11,-0.723583505945062,0.123,0.371,3.18476643723474e-07,"Untreated"
"354","Kpna1",2.04693032502005e-11,-0.601299697116651,0.178,0.457,3.28081992494213e-07,"Untreated"
"355","Gpr132",2.07512459976133e-11,-0.637398191503785,0.525,0.819,3.32600970849745e-07,"Untreated"
"356","Dnajb1",2.19107311283353e-11,-0.512881111048744,0.243,0.562,3.51185198524958e-07,"Untreated"
"357","Cwc22",2.21101487644105e-11,-1.01071350691737,0.076,0.287,3.54381464395972e-07,"Untreated"
"358","Eif3e",2.2469229623173e-11,-0.653568608067426,0.149,0.401,3.60136812400218e-07,"Untreated"
"359","Dcaf1",2.2594937636036e-11,-0.814275185137783,0.08,0.293,3.62151660430385e-07,"Untreated"
"360","N4bp1",2.2744654940432e-11,-0.529553306876927,0.192,0.446,3.64551329385245e-07,"Untreated"
"361","Acp1",2.28825829623895e-11,-1.05092185033654,0.058,0.25,3.66762039721179e-07,"Untreated"
"362","Psmc4",2.30853681803938e-11,-0.502083593542236,0.152,0.412,3.70012281195352e-07,"Untreated"
"363","Zfp646",2.35474578611021e-11,-0.525071328629391,0.091,0.321,3.77418654597744e-07,"Untreated"
"364","Fnip1",2.38249419356913e-11,-0.521377101825254,0.083,0.274,3.8186616934526e-07,"Untreated"
"365","Cdv3",2.86125667804633e-11,-0.519903413891603,0.149,0.427,4.58602220357266e-07,"Untreated"
"366","Irf4",2.92793975215339e-11,-1.64587635856198,0.087,0.302,4.69290183475146e-07,"Untreated"
"367","Stx12",3.00508018313395e-11,-0.743899126307231,0.091,0.306,4.81654251752709e-07,"Untreated"
"368","Lrrc8c",3.04332008869443e-11,-0.550387344522164,0.239,0.537,4.87783343815943e-07,"Untreated"
"369","Pcgf5",3.2781302953558e-11,-0.823869206737929,0.072,0.274,5.25418723739628e-07,"Untreated"
"370","Pum2",3.44288062480796e-11,-0.513312615929897,0.355,0.697,5.51824906544221e-07,"Untreated"
"371","Hcfc1",3.46563993927985e-11,-0.595872631743205,0.163,0.414,5.55472769467774e-07,"Untreated"
"372","Nr4a3",3.58879580718074e-11,-0.684456977944951,0.178,0.435,5.75212191974929e-07,"Untreated"
"373","Pik3cg",3.64444968485171e-11,-0.722531205850046,0.13,0.37,5.84132395488032e-07,"Untreated"
"374","Gtf2f1",3.68115753256398e-11,-0.718529265912877,0.145,0.409,5.90015929319354e-07,"Untreated"
"375","Dapp1",3.97973120467867e-11,-0.598782938326649,0.127,0.364,6.37871317485897e-07,"Untreated"
"376","Ifi209",4.62648121197517e-11,-0.693452187202481,0.109,0.318,7.4153240865538e-07,"Untreated"
"377","Golga7",4.95179976196779e-11,-0.641019042077838,0.185,0.474,7.93674465848198e-07,"Untreated"
"378","Dnaja4",5.10350978915685e-11,-0.795771186680427,0.065,0.269,8.1799054900606e-07,"Untreated"
"379","Ndufa7",5.15685492890125e-11,-0.670787525353959,0.145,0.378,8.26540708004292e-07,"Untreated"
"380","Chsy1",5.3906168849932e-11,-0.80420814714945,0.207,0.442,8.6400807432671e-07,"Untreated"
"381","Ints6",5.50685655093407e-11,-0.689212446729516,0.109,0.351,8.82638967983713e-07,"Untreated"
"382","Nup50",5.62724256717591e-11,-0.624430956914216,0.159,0.418,9.01934438666955e-07,"Untreated"
"383","Ckap5",5.66501147666544e-11,-0.691290949136702,0.12,0.352,9.07988039479937e-07,"Untreated"
"384","Clic4",6.16793546968312e-11,-0.962828817373349,0.069,0.284,9.8859669708081e-07,"Untreated"
"385","Phf6",6.55312432653435e-11,-0.592906526361338,0.116,0.352,1.05033476705692e-06,"Untreated"
"386","Herpud1",7.1682254048669e-11,-0.522556405720745,0.199,0.493,1.14892316789207e-06,"Untreated"
"387","Rbpj",7.16921387097646e-11,-0.738700503452104,0.163,0.398,1.14908159924011e-06,"Untreated"
"388","Fbxl3",7.93366722169053e-11,-0.65337293353916,0.076,0.276,1.27160818229256e-06,"Untreated"
"389","Psmd6",8.0985842749226e-11,-0.830613683533755,0.098,0.311,1.29804108758459e-06,"Untreated"
"390","Ms4a4b",8.53566669121069e-11,-0.540313220290836,0.402,0.696,1.36809665726725e-06,"Untreated"
"391","Katna1",8.98058032283265e-11,-0.54224474049433,0.109,0.337,1.43940741414362e-06,"Untreated"
"392","N4bp2l1",9.27407648857325e-11,-0.977098419615153,0.08,0.284,1.48644897958852e-06,"Untreated"
"393","Itgb1bp1",9.33220850974465e-11,-0.503545296816613,0.109,0.33,1.49576637994187e-06,"Untreated"
"394","Dhrs7",9.63127334535032e-11,-0.557596865720674,0.087,0.277,1.54370049179275e-06,"Untreated"
"395","Cuta",1.05850263279828e-10,-0.56734227965338,0.217,0.511,1.69656801984908e-06,"Untreated"
"396","Sp110",1.12935676904516e-10,-0.803124159909775,0.105,0.311,1.81013302942558e-06,"Untreated"
"397","Prkcsh",1.15377682229539e-10,-0.71076029413731,0.181,0.447,1.84927349077505e-06,"Untreated"
"398","Dgat1",1.22990204829307e-10,-0.762987646956425,0.163,0.398,1.97128700300414e-06,"Untreated"
"399","Ell",1.28351150950955e-10,-0.84401288304137,0.076,0.277,2.0572122474419e-06,"Untreated"
"400","Txndc9",1.32365595140055e-10,-0.551771568283991,0.145,0.397,2.12155575890481e-06,"Untreated"
"401","Sf3a2",1.35604870328984e-10,-0.60358139885192,0.192,0.461,2.17347486163295e-06,"Untreated"
"402","Ino80",1.37121930985084e-10,-0.692687865103692,0.098,0.314,2.19779030982892e-06,"Untreated"
"403","Abcf2",1.39959228517995e-10,-0.968222210923448,0.072,0.277,2.24326651468642e-06,"Untreated"
"404","Uba3",1.40266211137142e-10,-0.625989254913115,0.101,0.311,2.24818683210611e-06,"Untreated"
"405","Slfn8",1.44404627159952e-10,-0.523977620940925,0.098,0.281,2.31451736411972e-06,"Untreated"
"406","mt-Co3",1.45532518989712e-10,-0.593671354779009,0.42,0.724,2.3325952143671e-06,"Untreated"
"407","Mbtd1",1.47727926953366e-10,-0.851384488832871,0.072,0.274,2.36778321320855e-06,"Untreated"
"408","Hspa4",1.51304018426956e-10,-0.648093651142112,0.116,0.349,2.42510080734726e-06,"Untreated"
"409","Ulk2",1.5230324974944e-10,-0.835861213003245,0.076,0.28,2.44111648698402e-06,"Untreated"
"410","Arel1",1.62138852276147e-10,-0.557036488547891,0.149,0.385,2.59876152428208e-06,"Untreated"
"411","Esco1",1.69747939658222e-10,-0.523148296754044,0.127,0.368,2.72071997684198e-06,"Untreated"
"412","Sfr1",1.74948500325135e-10,-0.598656992588296,0.181,0.432,2.80407456321127e-06,"Untreated"
"413","Crot",1.75237318549148e-10,-0.538909492710198,0.163,0.416,2.80870374170575e-06,"Untreated"
"414","Fgl2",1.83215185883208e-10,-0.531029226718219,0.33,0.523,2.93657299933607e-06,"Untreated"
"415","Tet2",1.8363154002933e-10,-0.562805064849421,0.13,0.344,2.9432463235901e-06,"Untreated"
"416","Rnf11",1.86302354569736e-10,-0.626700712604577,0.069,0.272,2.98605413904373e-06,"Untreated"
"417","Recql",1.9198362321735e-10,-0.637145780295995,0.083,0.298,3.07711351292769e-06,"Untreated"
"418","Gbp6",1.97944615309318e-10,-1.17076483668082,0.08,0.266,3.17265629417774e-06,"Untreated"
"419","Spopl",1.98957180624664e-10,-0.682488141696338,0.076,0.284,3.18888569105211e-06,"Untreated"
"420","Tfg",2.02138647716139e-10,-0.607978296095319,0.091,0.288,3.23987824559428e-06,"Untreated"
"421","Ubxn6",2.02550457506414e-10,-0.519823447827244,0.087,0.308,3.2464787329128e-06,"Untreated"
"422","Hopx",2.22010604840455e-10,-1.36315283860539,0.091,0.306,3.55838597438281e-06,"Untreated"
"423","Snrnp27",2.24443760361684e-10,-0.964649010805584,0.076,0.266,3.59738459107708e-06,"Untreated"
"424","Limd2",2.41957398030765e-10,-0.525135757229858,0.572,0.842,3.8780931756371e-06,"Untreated"
"425","Prkca",2.42907991049569e-10,-0.821284346058901,0.072,0.273,3.8933292805425e-06,"Untreated"
"426","Plcxd2",2.49979651319424e-10,-0.502326875437697,0.08,0.288,4.00667385134773e-06,"Untreated"
"427","Foxj2",2.54603920954487e-10,-0.538049772487721,0.123,0.349,4.08079164505852e-06,"Untreated"
"428","Gde1",2.61113578902172e-10,-0.959570487827374,0.076,0.277,4.18512844264401e-06,"Untreated"
"429","Gnl2",2.73110168844807e-10,-0.880709935470085,0.076,0.26,4.37740978624456e-06,"Untreated"
"430","Zfp148",2.74445392202317e-10,-0.601984769486344,0.072,0.276,4.39881074621873e-06,"Untreated"
"431","H2afz",2.76267679343926e-10,-0.53507972853778,0.319,0.625,4.42801836452444e-06,"Untreated"
"432","Bcl10",2.90192433297486e-10,-0.604456011910606,0.163,0.408,4.65120432089211e-06,"Untreated"
"433","Glcci1",3.06699582526944e-10,-0.551812857850241,0.123,0.348,4.91578090874186e-06,"Untreated"
"434","Sf3a3",3.23844553164535e-10,-0.539320192481863,0.116,0.355,5.19058049812117e-06,"Untreated"
"435","Prkab1",3.26746473377291e-10,-0.833255969851621,0.062,0.253,5.23709247529122e-06,"Untreated"
"436","Lax1",3.27194709682252e-10,-0.599946921451028,0.174,0.418,5.24427680678714e-06,"Untreated"
"437","Atp8b4",3.39988940606485e-10,-0.749071877895989,0.112,0.321,5.44934274004074e-06,"Untreated"
"438","Slc25a24",3.51001447849849e-10,-0.595017837863517,0.138,0.361,5.62585120613737e-06,"Untreated"
"439","Mcm6",3.86504799729063e-10,-0.829881643052039,0.13,0.348,6.19489893005743e-06,"Untreated"
"440","Arpc1a",3.87938667100056e-10,-0.688469079482182,0.076,0.258,6.2178809562797e-06,"Untreated"
"441","Eea1",4.03883083749441e-10,-0.629120717305451,0.101,0.3,6.47343806633605e-06,"Untreated"
"442","Ppp2r2a",4.12874859408199e-10,-0.513446561425567,0.13,0.365,6.61755824659462e-06,"Untreated"
"443","Itgav",4.26470749232208e-10,-0.685170224031497,0.138,0.374,6.83547316869384e-06,"Untreated"
"444","Edc3",4.56059479437045e-10,-0.629183616191479,0.08,0.274,7.30972133641696e-06,"Untreated"
"445","Zfand2a",4.63925417931988e-10,-0.74412296834197,0.134,0.351,7.43579659861391e-06,"Untreated"
"446","Prkag1",4.95797100237841e-10,-0.574985583405674,0.178,0.429,7.94663592261211e-06,"Untreated"
"447","Rap2c",5.02735065358332e-10,-0.562384078447589,0.141,0.355,8.05783762756334e-06,"Untreated"
"448","Gimap5",5.11340278866605e-10,-0.501153653273863,0.109,0.332,8.19576198967394e-06,"Untreated"
"449","H2-T24",5.27122005314539e-10,-0.977424578434899,0.12,0.311,8.44871150118143e-06,"Untreated"
"450","F2r",5.54176456988298e-10,-0.831991136914532,0.207,0.45,8.88234025260845e-06,"Untreated"
"451","Gcc2",5.59478109594187e-10,-0.506390679467614,0.076,0.274,8.96731514057563e-06,"Untreated"
"452","Batf",5.73078435233687e-10,-0.504368517011375,0.152,0.39,9.18530115992554e-06,"Untreated"
"453","Hira",6.04774816772868e-10,-0.671224922960446,0.098,0.304,9.69333076323553e-06,"Untreated"
"454","Cog3",6.05236669156751e-10,-0.72358785601627,0.076,0.276,9.70073333324441e-06,"Untreated"
"455","Malt1",6.20592266926104e-10,-0.533258628407617,0.42,0.715,9.94685285429159e-06,"Untreated"
"456","Kat6b",6.25947095816742e-10,-0.539586171216721,0.098,0.321,1.00326800517507e-05,"Untreated"
"457","Ipcef1",6.28397699376196e-10,-0.585753494503074,0.181,0.423,1.00719583256017e-05,"Untreated"
"458","Pgk1",6.3721976173491e-10,-0.625841532917151,0.112,0.314,1.02133583410871e-05,"Untreated"
